Password;Length;Has_Uppercase;Has_Special;Security_Score
UgZMg643SW;10;1;0;3
)j7*LzG.JR<m;12;1;1;5
mzg08;5;0;0;1
B1u8QMDNyy;10;1;0;3
a6sy9;5;0;0;1
qDcG22ONa;9;1;0;3
"KQk[Lx[Ih$w""t0+u";16;1;1;5
fkjn;4;0;0;1
OTkR2gXg6;9;1;0;3
yTS!maux5hM`mK?;15;1;1;5
FCz2aSQ1WF;10;1;0;3
9cwl1;5;0;0;1
3l1m;4;0;0;1
phQ%dO~2zXT_;12;1;1;5
9b7k;4;0;0;1
qJGvuE8BLa7;11;1;0;3
q0sfus5;7;0;0;1
kA3SIWDlC;9;1;0;3
";{""u8&;B=mmo[J";14;1;1;5
vtyq9ph;7;0;0;1
r5$7(<_X}3iJ,MqP;16;1;1;5
"o(T;blLytKzczI*";15;1;1;5
?pMqAiq<~|YUl/;14;1;1;5
FzsPmgib;8;1;0;3
x0k57;5;0;0;1
5p5s;4;0;0;1
NZLrgNR6;8;1;0;3
BI3MWfc6tz;10;1;0;3
I%LzO[!Y#o|n$;13;1;1;5
ghN1KTZN;8;1;0;3
3fjqvv8;7;0;0;1
">~;%$yu9~hyig*>z@";17;0;1;4
P04jS7lVU2F;11;1;0;3
RfGQoK9dhpG;11;1;0;3
96vv;4;0;0;1
n25a;4;0;0;1
HcqeRb7zbTQ;11;1;0;3
ainu;4;0;0;1
24duf6;6;0;0;1
guk9uy;6;0;0;1
26ojhpu;7;0;0;1
9ezu4joiV;9;1;0;3
5q7b;4;0;0;1
2t33;4;0;0;1
WcZRNXz9j1H;11;1;0;3
zyINQiYbpxS;11;1;0;3
hreaNp8SJau;11;1;0;3
JwVSkMhznT;10;1;0;3
80vwg;5;0;0;1
e4btjw;6;0;0;1
bi08zr;6;0;0;1
FiFXXbfE;8;1;0;3
"4X"">jKl]>Ig\{k/";15;1;1;5
LTBbHB2C;8;1;0;3
S1kzJpVMFo;10;1;0;3
a0zNbDnh;8;1;0;3
0w2XrqFjEk9;11;1;0;3
1:cN9\=$|kgJ;12;1;1;5
av5rx;5;0;0;1
2a7b;4;0;0;1
dzqlw;5;0;0;1
sKDw=:1g1-bevo]&8;17;1;1;5
XEA87SWZ;8;1;0;3
oyPWSJ3n9L;10;1;0;3
662pj83;7;0;0;1
LJ4<Yn8CXu6a;12;1;1;5
pAHkZbAlTME;11;1;0;3
ob2nzv5;7;0;0;1
qFwewHCE;8;1;0;3
n-JmGi<cr-kPH;13;1;1;5
~1]^]9]&Ls?Zjg/c0;17;1;1;5
:+H`8Kz'U2hz;12;1;1;5
W%o<k-G~x]7{)N>_;16;1;1;5
nwwn;4;0;0;1
PkcSRvC9a2W;11;1;0;3
0aay7ug;7;0;0;1
GJPFfXLf;8;1;0;3
o5a3dx;6;0;0;1
2i73e;5;0;0;1
L,Jd%XU,HGQU};13;1;1;5
miyR4gmhg;9;1;0;3
m4ocgxb;7;0;0;1
vwus1p;6;0;0;1
v1tx;4;0;0;1
BLMFxB5F88i;11;1;0;3
S%OPp,8qR5CPc2A;15;1;1;5
j6Cp3s81j3;10;1;0;3
k}T1l47k*rDZv;13;1;1;5
1sGKPCvC;8;1;0;3
[h92td&=6\#Qq;13;1;1;5
8au3;4;0;0;1
XhUQidTe3k;10;1;0;3
ophb;4;0;0;1
GJosi]+-p},T:4_;15;1;1;5
0rqf8c;6;0;0;1
nPxF6JEX;8;1;0;3
28kj6s2;7;0;0;1
e4gdJCAov9;10;1;0;3
UjyNmwOM;8;1;0;3
wpqogsVuZ;9;1;0;3
"""Y2v/nJM""Rh'D?*W8";17;1;1;5
@G?P]h^(<N3l;12;1;1;5
z03v3;5;0;0;1
YFgKTEaQH;9;1;0;3
~Yh:N@nKYizb3aF)R;17;1;1;5
({T?*'(EU5xJGz:w;16;1;1;5
jZ7WpVqy;8;1;0;3
flgm;4;0;0;1
!KA|dQg*FJ@@B;13;1;1;5
2817fJC8PO;10;1;0;3
aoln;4;0;0;1
xs3j;4;0;0;1
b95ubs;6;0;0;1
xK)Pt.GBz#e.h-;14;1;1;5
pgc2m3;6;0;0;1
KL1gjFKBB2;10;1;0;3
'{$F3,~=CX)(R;13;1;1;5
1qei7;5;0;0;1
1tc7ZCwSORF;11;1;0;3
ReS<Im)Tp3af';13;1;1;5
1uO3ZfBmhb;10;1;0;3
b0/5X1m3e5LI},SROo;18;1;1;5
1dss21n;7;0;0;1
aNzfwXP4C9;10;1;0;3
"?T&y;$URpG)^";12;1;1;5
gpcpd;5;0;0;1
[z*Gc''L}?)L_%dh;16;1;1;5
oEp20DL0Y1O;11;1;0;3
"<PeZ$}s?C;IZ~t-""Y{";18;1;1;5
rOentiLSMBb;11;1;0;3
).LE?^@QWSKt-G`Z;16;1;1;5
ZECuVJkKppG;11;1;0;3
kh4fNB+8S^3[tkw;15;1;1;5
XmTWHZ7H;8;1;0;3
bYJb4dwd;8;1;0;3
t8PyLWoCg;9;1;0;3
5iia4qp;7;0;0;1
F1pnFVgA;8;1;0;3
nhhcw;5;0;0;1
"ZVg]@<*@R0;c[<=05k";18;1;1;5
r23xt;5;0;0;1
q6r3rCHN;8;1;0;3
"BO]aACS;h8vDCKx's";17;1;1;5
uJ~\uEjrE@R(lUp;15;1;1;5
1t4en7c;7;0;0;1
qdb4;4;0;0;1
zon1acg;7;0;0;1
tru9d1;6;0;0;1
lCkXzMhd1;9;1;0;3
7nfgc;5;0;0;1
L6c2IB8Q1p;10;1;0;3
4nP68ICzOIC;11;1;0;3
sl28k;5;0;0;1
O$oDG9}H2VFD>$Y9c;17;1;1;5
eje16wv;7;0;0;1
ZWA6Oq\h6nIgUe2;15;1;1;5
BsYcfdtm7tu;11;1;0;3
Xm>dP<#M.UZ6Sl5WbA;18;1;1;5
b2hu;4;0;0;1
3d[&xaH9D@PmBdJY;16;1;1;5
E3FstLcjNc;10;1;0;3
y2zp;4;0;0;1
wzt49eSUj;9;1;0;3
seh4pii;7;0;0;1
LE6GmwdWc;9;1;0;3
6bqj8qa;7;0;0;1
jkfj65;6;0;0;1
i6a4qt3;7;0;0;1
Z-`Tu08G[b=_,Bd1J[;18;1;1;5
1g6o;4;0;0;1
QzbjCfFFMw;10;1;0;3
dl0jhb;6;0;0;1
twahfCF%>7GpJ=Bj;16;1;1;5
Rq3FwQp8j;9;1;0;3
KijMkdwKI;9;1;0;3
_{GWkY{Ao`hHJm;14;1;1;5
0Y$*6^*NWVTHiumMR;17;1;1;5
":9mJ&e;/8RbC";12;1;1;5
ulc9tk9;7;0;0;1
Kn.yD^fpdFXp;12;1;1;5
"{ots_-21TUj""v=^$m";17;1;1;5
cgges;5;0;0;1
HGxQ3taBHA;10;1;0;3
",wa""~9=T<>LqW";13;1;1;5
QzL)iWAu/&1B};13;1;1;5
<0H(`0*Luq'9Lp;14;1;1;5
w362el;6;0;0;1
8LPa8vP3K2Z;11;1;0;3
5hUtk12E751;11;1;0;3
B1P4IA7l;8;1;0;3
f1och;5;0;0;1
6l472g;6;0;0;1
ukayo;5;0;0;1
z9gbp9q;7;0;0;1
WUYuPVtXLHZ;11;1;0;3
oysh3;5;0;0;1
ql7pt7;6;0;0;1
nl2s;4;0;0;1
9YEw57PVofJ;11;1;0;3
1ac7o;5;0;0;1
//>8?va9wU(?slVv-;17;1;1;5
^?Q8FuNDrpjs2;13;1;1;5
*?&`DD'l_na<,U>;15;1;1;5
"S@p!Rd99d\[""";12;1;1;5
UKCoSTF8W;9;1;0;3
"+cQ7`6pJ;x*Xh<'w(j";18;1;1;5
"zsU)lEs|u;`M}GT2";16;1;1;5
DlEJhziO;8;1;0;3
TBWRRPwAXLs;11;1;0;3
.\,.O\Qzofdb<Yee1D;18;1;1;5
&hVN3j=z~]ivd;13;1;1;5
6fzXzbexTjq;11;1;0;3
?e0^tm)=3L8Gz45;15;1;1;5
.$wHLe5^$Z18;12;1;1;5
2gap;4;0;0;1
36r7;4;0;0;1
Vmi0XxePy;9;1;0;3
zq61blv;7;0;0;1
hu9bFG0U3;9;1;0;3
n0g7y;5;0;0;1
v]QsWx?k(%AdN-wq@=;18;1;1;5
NEajRbwi7;9;1;0;3
G0WuQ8dcA;9;1;0;3
dx9y9uw;7;0;0;1
UMNefZftmf;10;1;0;3
8IeqxsT95HH;11;1;0;3
3bW7B2WC;8;1;0;3
8i43;4;0;0;1
#VCr3OrTC[HI,Gv<98;18;1;1;5
"RbMD&;-:a\E$eiN";15;1;1;5
PoGck4PzDzQ;11;1;0;3
98v3z;5;0;0;1
blJFEWdz;8;1;0;3
H\INq(EcrJ*4)HkX;16;1;1;5
znpP7HNk;8;1;0;3
BkT0xf7WVhr;11;1;0;3
Ss_iqUPhz&4+`wj*;16;1;1;5
7Im6JD6kfc;10;1;0;3
n!IWVD,l6n_QNu;14;1;1;5
"3L3i{mYR7R;;";12;1;1;5
`~_O)H5E)MkOP]3w~y;18;1;1;5
zH4dWMxYG5T;11;1;0;3
hSINLK8G;8;1;0;3
DZGmm5vl;8;1;0;3
Jg6FWSW6;8;1;0;3
dziux;5;0;0;1
Uo[Z-`RJ}8LM;12;1;1;5
9pt9;4;0;0;1
`[vTv2^b$Il(fTX/;16;1;1;5
3dJ0rsACeuw;11;1;0;3
%I+zUa8M&)Kx;12;1;1;5
8s429mz6BuL;11;1;0;3
XQ1kDGzgh;9;1;0;3
l]hW]D-5t$x7;12;1;1;5
+Tw#oE(CR]o`JL|Ko3;18;1;1;5
"AQuO'/Jbic}kP""|zt";17;1;1;5
V:!83,/@LOC}z;13;1;1;5
v5ba2;5;0;0;1
"5jAN`Vmx6}E;f'";14;1;1;5
X9<tG4&>Y(3?5i54;16;1;1;5
r>^'ZPl$OpHmE;13;1;1;5
CDgfavCo;8;1;0;3
"bd<$#Xi;5A($""&X,\";17;1;1;5
qhm22mnaY5;10;1;0;3
)Vn/7TD'KR?sr)EnK;17;1;1;5
K\#S|dkfX\B,a8;14;1;1;5
,E!IJ2|Y^$.Z6V;14;1;1;5
fqcvtr;6;0;0;1
z19smdn;7;0;0;1
PcQq324k8;9;1;0;3
cUTvmn7r;8;1;0;3
9YfWzRpIqT;10;1;0;3
HOtLhy6z;8;1;0;3
zQC0NUP65;9;1;0;3
p6hbaa;6;0;0;1
eJSal9Pb;8;1;0;3
lzGltB5PSMv;11;1;0;3
tNHZx3zV;8;1;0;3
xwqn2;5;0;0;1
4kucsRyHh;9;1;0;3
/tzJa[+4)%DS>;13;1;1;5
tepDZiucr5;10;1;0;3
eO2SBSXC;8;1;0;3
OUoIJkVgIrj;11;1;0;3
ubP6CgnvE;9;1;0;3
"`jg'&JsG@(D-""p{";15;1;1;5
8xpLNCNu;8;1;0;3
IIXq6zUJtHq;11;1;0;3
ZPXb8PtTWn;10;1;0;3
3qjwcr;6;0;0;1
lDacby2hQ;9;1;0;3
Yk11AdVf5bK;11;1;0;3
0FuVz8SxLk;10;1;0;3
klhw1;5;0;0;1
qxd4;4;0;0;1
dU6ZSAyFC2H;11;1;0;3
3i37iug;7;0;0;1
CSqLNJlYw7L;11;1;0;3
"t""(4EOzz]HAfcl?";15;1;1;5
[m@.j-^JM`>QjU/y3;17;1;1;5
DaLEskev0ai;11;1;0;3
xpbg1cp;7;0;0;1
SS3Gx3DuY;9;1;0;3
jV5YKQXDHio;11;1;0;3
lbaq;4;0;0;1
S(VCPK+(CfH@1;13;1;1;5
t1t21;5;0;0;1
s*}KBJABy+(e^x;14;1;1;5
xpbbih;6;0;0;1
v[jvb2z.]h#Sw-;14;1;1;5
mRuxkMBtB;9;1;0;3
AXhLtXWhp;9;1;0;3
"""6,UZOA2&Xl`Rp9U'";17;1;1;5
5qaS1G0SYJ;10;1;0;3
84AK5Wt3pc;10;1;0;3
K9oIPf4yx4G;11;1;0;3
ZMRufy6pf;9;1;0;3
v8a334d;7;0;0;1
esdg1it;7;0;0;1
zcqwz;5;0;0;1
"16Izo""2o\*zF^_>";15;1;1;5
VeVyCs4eyK5;11;1;0;3
ny0twgz;7;0;0;1
1zbr;4;0;0;1
nfswobmD;8;1;0;3
:TOV5B6Sq^i-z~~e;16;1;1;5
LP0kziR`/]cjn;13;1;1;5
x4u4qb6;7;0;0;1
d6ZPHCuc;8;1;0;3
O}$K6^^\_Gw[t#;14;1;1;5
ejUafcU5b;9;1;0;3
9lSPiuGfj;9;1;0;3
>'pSEiE[|^0#)&V+;16;1;1;5
0l[,U:b8a@5+5d@;15;1;1;5
"&h;!9d=W=n2xxX[|";16;1;1;5
xhM7Uth9t7;10;1;0;3
xalnxk;6;0;0;1
#U7$hV2cp[VU7xH>|-;18;1;1;5
lz5DPLcqg8;10;1;0;3
pK7l9uiPkR;10;1;0;3
ns05eg;6;0;0;1
ZKSTp4b2G;9;1;0;3
gl7cBavpK73;11;1;0;3
85770;5;0;0;1
x4Ya13Z-my$:;12;1;1;5
8jmxSbwPCKN;11;1;0;3
99k7f3;6;0;0;1
1d3cq;5;0;0;1
DdhYZXTk2oh;11;1;0;3
S7L8Vmwmm;9;1;0;3
kYj6DlzMT;9;1;0;3
uX~RB=$=TE^92MO;15;1;1;5
{aCzym]H%cZL;12;1;1;5
H9VjswgRylA;11;1;0;3
gn03g7r;7;0;0;1
4marm;5;0;0;1
y1gm;4;0;0;1
veh2pn;6;0;0;1
mw6ja;5;0;0;1
g6iqg;5;0;0;1
VCh2UryJ;8;1;0;3
"Rw,-}p=""Yo&6Ap`};";17;1;1;5
fihT/KTkD!4sj,)V,;17;1;1;5
bvqv;4;0;0;1
u0pfb2x;7;0;0;1
"y$!=8uKqX""q&>y0m";16;1;1;5
0%CdmDD%JnGte:A]T$;18;1;1;5
c91a;4;0;0;1
lsp}:Dd~[s5&uCx@<;17;1;1;5
mBxLtu}!w`lF4`;14;1;1;5
IXFToujD0aH;11;1;0;3
VAjlCTaq;8;1;0;3
M_xwBI!juo<z>\;14;1;1;5
Hkk5RsNKF;9;1;0;3
lefus;5;0;0;1
"Nrc""4C9M+V<wlv";14;1;1;5
"EjS<k6n;]r\[I~n";15;1;1;5
dfojfkp;7;0;0;1
DqduEWas;8;1;0;3
o3ick;5;0;0;1
zb9uee;6;0;0;1
IDCyn3zh6X;10;1;0;3
"{M=>PG;)sDgq";12;1;1;5
:aRk~IDxF04PL2;14;1;1;5
r6ujz9;6;0;0;1
htqc;4;0;0;1
kA8zEHHqc;9;1;0;3
2zghqdy;7;0;0;1
C1WL3dD7MbG;11;1;0;3
PrIaskdNVv;10;1;0;3
ponk;4;0;0;1
LRp2KrG8cS.CIPS;15;1;1;5
RXMQb5dkF8J;11;1;0;3
hfMGW89C;8;1;0;3
aentui;6;0;0;1
LrP]|7*[L>Xt{g;14;1;1;5
o5u1t;5;0;0;1
lBxxvFzttkR;11;1;0;3
WGpahyQTct;10;1;0;3
c5lkw;5;0;0;1
p9a2u7;6;0;0;1
{_ARQ\fx]tGg;12;1;1;5
rdMk0tlgl;9;1;0;3
U7otF3JAD3c;11;1;0;3
pNzl78pXmW;10;1;0;3
"U$N@Ve=>}""+;XJJ@\s";18;1;1;5
wymXegNWyb;10;1;0;3
SmzADgxwzg;10;1;0;3
6n2l890R;8;1;0;3
AMTlPATRoIw;11;1;0;3
m4aaxr;6;0;0;1
gX05W9rPGe4;11;1;0;3
GxODlm19Fwn;11;1;0;3
g2bq;4;0;0;1
q1o4mmn;7;0;0;1
%&BcLADfRy%{=i)};16;1;1;5
A3E6,1QUGxGN;12;1;1;5
yf0s0eb;7;0;0;1
4Lpw1txdJq;10;1;0;3
jpulduu;7;0;0;1
n4pq;4;0;0;1
bW7wgWfY;8;1;0;3
tqnl;4;0;0;1
r/usBf~s%2x]+%>;15;1;1;5
4g1eudn;7;0;0;1
d~a{Vr0o#p+1CC;14;1;1;5
tEOR4ujsa;9;1;0;3
5fz0LyNIDPn;11;1;0;3
hoeV82iY1U;10;1;0;3
MoCzJlKacNM;11;1;0;3
lFJxSC5qU;9;1;0;3
gt8qd;5;0;0;1
67FQ5kz648;10;1;0;3
&$`#ScGRBiOkSU*v%;17;1;1;5
tevg31s;7;0;0;1
mUj2l5VOX;9;1;0;3
fv(85|6,KC=`}~c;15;1;1;5
FrnOVw3FS4;10;1;0;3
CbXdkcQLuS;10;1;0;3
JavCcUOQVL;10;1;0;3
O$EKRhRly_lEHyEKEK;18;1;1;5
xywqf;5;0;0;1
wwql8;5;0;0;1
q3l9;4;0;0;1
u6jcqGGG;8;1;0;3
"y>@Z"",?tdU!09?Q";15;1;1;5
Qo+:@32=VAz$c|l;15;1;1;5
xF6FSktL;8;1;0;3
dgSWP72kN5;10;1;0;3
zunj[Zq7&TD4~wW)w;17;1;1;5
{I*:R8n}*jO*9;13;1;1;5
5puo5l;6;0;0;1
"uX;-QnWQ}4+M?wZ+y";17;1;1;5
c1AZQUrMwvG;11;1;0;3
ACRcY3gq1;9;1;0;3
xAJcNvN3l8;10;1;0;3
*miFeH_?=^0&O;13;1;1;5
6z9g;4;0;0;1
QTgUPIHpK7;10;1;0;3
6kkdu6;6;0;0;1
gt9Micss?'8Nbh_;15;1;1;5
0abkz;5;0;0;1
WHa8^H/?s=Q(?;13;1;1;5
alm3;4;0;0;1
AMuq4x5b;8;1;0;3
cmf^dR1TG~rB?;13;1;1;5
1r1yC=Y{aX(PZ/IK;16;1;1;5
O^?&e()LdL>:dG.:;16;1;1;5
7?4r]}7!9C^g5K;14;1;1;5
"N+InAU;m@0<<f";13;1;1;5
QCfIybTkd;9;1;0;3
svowwdz;7;0;0;1
f2ehO2cE;8;1;0;3
",&fkVVnMhQ&9jS;>";16;1;1;5
",b[4T>P1c;"":/";13;1;1;5
hwwtwv;6;0;0;1
yI|4LKbK&6Lk$`j`|;17;1;1;5
_::`DLNd'pn,^VTM$5;18;1;1;5
}8Dz)5+:`u@p48;14;1;1;5
A1bG9N1Kv7;10;1;0;3
9jiv;4;0;0;1
9qB0BrGXaF;10;1;0;3
M6EH5mnwE;9;1;0;3
g10nss8;7;0;0;1
8u39n;5;0;0;1
axIA<{sE`g5Es;13;1;1;5
sx26;4;0;0;1
wvq0;4;0;0;1
uyzu;4;0;0;1
ezgob;5;0;0;1
d6GzgXCR3yE;11;1;0;3
"1TAZkAdWE~F#;h2";15;1;1;5
uhFm8AVFR;9;1;0;3
mwws;4;0;0;1
#3h7pt69lq):';13;0;1;4
425i;4;0;0;1
'cJ-)k*_w3i7}<?nKL;18;1;1;5
Bu6bq9Bm;8;1;0;3
J#>A]/nX/Sz7~y[G'b;18;1;1;5
mc2y2qy;7;0;0;1
"*K*;Uh=Apn~d0a";14;1;1;5
wa4s0d;6;0;0;1
0ee6p;5;0;0;1
EXaD8eOaB;9;1;0;3
jmq4gy;6;0;0;1
rl03;4;0;0;1
qKgXSTFztQ;10;1;0;3
n4Es9zZxB4h;11;1;0;3
"ocff(""s[>47t7s""I0";17;1;1;5
2t12c;5;0;0;1
75tx;4;0;0;1
b1nl;4;0;0;1
VC)C]%w4J|Kz;12;1;1;5
5PWL=dVj6AN!;12;1;1;5
FnhCJKq3F;9;1;0;3
hfmg;4;0;0;1
OAP)\WMv_=z1eLKPc;17;1;1;5
3axs;4;0;0;1
LZOYhDePvS;10;1;0;3
ARGh4Tme3uV;11;1;0;3
1yhhX9sIWOU>QrI-;16;1;1;5
xgl3;4;0;0;1
MjJUO3QcDmh;11;1;0;3
WUnuSlkMG4Q;11;1;0;3
l0lUZhCRdse;11;1;0;3
tdrN4gnVA;9;1;0;3
DiqUcdhNoe;10;1;0;3
la5szi;6;0;0;1
JO+_B~3&1Iv#,Hh=Nv;18;1;1;5
jfvn;4;0;0;1
SQc1Q3TO33f;11;1;0;3
gefc;4;0;0;1
1nr5;4;0;0;1
wcfwyKoD;8;1;0;3
7yk8rdvOP;9;1;0;3
ypwHdxyc;8;1;0;3
ipy50m;6;0;0;1
"$B2&SSE!{;\$";12;1;1;5
"Jbl><3;AhM@[K";13;1;1;5
nyxAZWz2H4;10;1;0;3
D:2=#o7L=rh7GMf~R;17;1;1;5
ohprik;6;0;0;1
3w6mBITH;8;1;0;3
YO_t7^:Lw)7,;12;1;1;5
7BFrKq/a(@QJ';13;1;1;5
Gl'K3R|.SoLLTue4XJ;18;1;1;5
7sk0qy1;7;0;0;1
xWQzcxr6AIW;11;1;0;3
BYqXQ8cZt;9;1;0;3
PsNzOS2O;8;1;0;3
62do;4;0;0;1
6ly0;4;0;0;1
51z5;4;0;0;1
E1q#z]doji,p8E;14;1;1;5
"Ft,L$""lC{(6*";12;1;1;5
"nc%e87H+""Z&OPrP.";16;1;1;5
8kaqnDgKWy4;11;1;0;3
ju8a;4;0;0;1
H4duQZeX;8;1;0;3
"eLh9^x""rKmLG";12;1;1;5
eGc1xwWFRWF;11;1;0;3
xmtnq;5;0;0;1
3zYKkg73x57;11;1;0;3
v38xbh;6;0;0;1
jxz1;4;0;0;1
3!?,u0@F!P]i8Vw2nN;18;1;1;5
av7w6;5;0;0;1
r7q8;4;0;0;1
"Nnt<;AI_MrX`";12;1;1;5
uYjJKS7FeB;10;1;0;3
[yJd/>^y&z)c;12;1;1;5
Cx545KrSzF;10;1;0;3
1wxf1;5;0;0;1
"PjO-;""op[XZQ(,&2I";17;1;1;5
c7je9g;6;0;0;1
4IqSlYcROO;10;1;0;3
C:)eF<\dt_5`t<;14;1;1;5
88dgg5z;7;0;0;1
2VhoSf4W6;9;1;0;3
qd33712;7;0;0;1
"Oh;h]+ihU2qdN6t]~";17;1;1;5
tq92;4;0;0;1
"|r~=yH8\M;2>92";14;1;1;5
a:KnRlNg`%0ZuT';15;1;1;5
1_gb]qZ14z>is}xY;16;1;1;5
W3tmJHVA;8;1;0;3
ou73QGNl9f;10;1;0;3
L4PcRu3rb;9;1;0;3
hm4zp;5;0;0;1
QLG2k`TB&I`5;12;1;1;5
x9oj;4;0;0;1
sr8O_(zMJt@iq;13;1;1;5
EgqQVKT7VOD;11;1;0;3
h12sx2;6;0;0;1
/MJjmn>{VN9v4;13;1;1;5
Cp_m[_xo.&we;12;1;1;5
"LFST')z(@ApY1""Zo;F";18;1;1;5
svvw;4;0;0;1
U24nZJ0Rd;9;1;0;3
zc199;5;0;0;1
O8398jAS;8;1;0;3
6blp;4;0;0;1
gtefi;5;0;0;1
ec0s;4;0;0;1
nt9kgf;6;0;0;1
DHc1iz0I1I;10;1;0;3
tl2aca;6;0;0;1
en9h75j;7;0;0;1
GlLYFgPt;8;1;0;3
HCXrLyZgIJu;11;1;0;3
7cAk7AjUi;9;1;0;3
jraMNHrei;9;1;0;3
dyh46xp;7;0;0;1
LqorUeU0L;9;1;0;3
xfe6;4;0;0;1
J)lqFB5#Mi==Zm;14;1;1;5
g&].(e@@7owM1`i8n;17;1;1;5
SxnUfag0bAb;11;1;0;3
J7ccoJ3XZAR;11;1;0;3
FXQWWceoNA;10;1;0;3
tvhVjedR65l;11;1;0;3
zKGEsnHDxZP;11;1;0;3
uFCOiR9vCR4;11;1;0;3
EWqtZIPN;8;1;0;3
J2aUv85B;8;1;0;3
1lqre;5;0;0;1
/RNl?K(yVvai;12;1;1;5
H2FGfMHeNlr;11;1;0;3
8gp9un;6;0;0;1
ao0nqt;6;0;0;1
my608;5;0;0;1
V9ANGmZ45DP;11;1;0;3
(e_|3l!\/8t0]{B;15;1;1;5
P4cqwgfhetc;11;1;0;3
xRiNEY9qG;9;1;0;3
wazpzw2;7;0;0;1
PrTXQtWJvw:Bw;13;1;1;5
9qnongb;7;0;0;1
#-:^JdyA&-T*t@C!p;17;1;1;5
21w7bv;6;0;0;1
P1NovKYh;8;1;0;3
hk3kVd0SAq;10;1;0;3
snit7v;6;0;0;1
dqf1ARTWy4R;11;1;0;3
CupEbHYF4;9;1;0;3
+')A'W@\a/]z;12;1;1;5
271oe7;6;0;0;1
8em>&MfWK}+q;12;1;1;5
OoXpnXTu;8;1;0;3
nn4Flt3pp;9;1;0;3
ozds56;6;0;0;1
6sUadWNa;8;1;0;3
mv4sb8;6;0;0;1
cSXJiKJNud6;11;1;0;3
"u2B""=7sQJqmEMEM";15;1;1;5
KjV1AW0obMF;11;1;0;3
K0OghSrwL;9;1;0;3
ycek;4;0;0;1
Qba6VTGqU2;10;1;0;3
6uvDAL9j7D;10;1;0;3
FdJBncBpGaB;11;1;0;3
btt3sz;6;0;0;1
S7WwAQyy6q;10;1;0;3
qmwzzpd;7;0;0;1
no/<-DOyf`.8mx:Q;16;1;1;5
2cr24p9;7;0;0;1
WdAQdJZC;8;1;0;3
Ud3,s~xwXY#qmN%&\;17;1;1;5
fkBvjb9B;8;1;0;3
zwt5iNkTV;9;1;0;3
F$uG=&~O{s,{;12;1;1;5
m4570Fw4Ue;10;1;0;3
?ZknwxW}#M%(WBrg~/;18;1;1;5
CzDBsb6L;8;1;0;3
ykptv;5;0;0;1
rqtwa;5;0;0;1
G=^4!kv)q,\zW:l6;16;1;1;5
oRrl6ESpl;9;1;0;3
Je`1i3Ve~?_4G(\Vb^;18;1;1;5
BH.I4u^kN-`K^uW;15;1;1;5
.AJp')bAMtSIVPRr;16;1;1;5
fMlLp45XLqg;11;1;0;3
7vml;4;0;0;1
Ld3mgvyzUq0;11;1;0;3
<$dfG7NBMS7]3}Dkcb;18;1;1;5
LVcxuBdIa;9;1;0;3
O>3>ea?/:MtC?;13;1;1;5
"0nA%o2_H%S+8W{Gc""S";18;1;1;5
ny130;5;0;0;1
zjbie;5;0;0;1
H5ySEPon;8;1;0;3
YtPl256Jp;9;1;0;3
/b?hCP\jiMm$yy8;15;1;1;5
MEab9hGqAC;10;1;0;3
z39tc;5;0;0;1
ocuerw;6;0;0;1
hRs52Eckh;9;1;0;3
tnD7phiE;8;1;0;3
LBw@N{H`02Ap;12;1;1;5
8j2h;4;0;0;1
";V1""o2'pN5TU";12;1;1;5
zGL7jp3R6;9;1;0;3
ujdd;4;0;0;1
9DpjGdojyF;10;1;0;3
v17dayF9rs;10;1;0;3
XldmmVLYofF;11;1;0;3
w1uxcgn;7;0;0;1
VdMWYmgDaG;10;1;0;3
ampy;4;0;0;1
aYFi2vX6w;9;1;0;3
veim0;5;0;0;1
0XeDYgAjW;9;1;0;3
RNMeNeoprPw;11;1;0;3
x9pp704;7;0;0;1
6gjaaab;7;0;0;1
<OZV-bEjufNWu=Y];16;1;1;5
7XHpRNz25;9;1;0;3
i4gk2;5;0;0;1
4njtvt;6;0;0;1
XZ)>s{wf.09+D;13;1;1;5
azkx2qw;7;0;0;1
swVgVLlSd4b;11;1;0;3
feex;4;0;0;1
"P]v,ke&FEMOn.,""JD""";18;1;1;5
#y0v$7N-YPYrb=.;15;1;1;5
5qc7s;5;0;0;1
LcqF3dJ0is1;11;1;0;3
yApuwPs4;8;1;0;3
1wboo2l;7;0;0;1
yz3q5pw;7;0;0;1
kshp;4;0;0;1
,{&pImaq!c^d*w$;15;1;1;5
65dab8;6;0;0;1
"u,)V%sx\IR;q<4";14;1;1;5
"*E[uF}BzU^;8%):5@";17;1;1;5
coy32k;6;0;0;1
j3FTKy7Mb;9;1;0;3
m1xhiq8;7;0;0;1
oTEt7BuJ;8;1;0;3
diKsxG9R;8;1;0;3
lWx5y9jt;8;1;0;3
IhqhJMypE;9;1;0;3
1r42wys;7;0;0;1
_Ja3@h_Je2P2i=0;15;1;1;5
depd95;6;0;0;1
wlowc;5;0;0;1
nS9iD1Ib;8;1;0;3
roJx9BNO0Q;10;1;0;3
MI7U3ta8;8;1;0;3
dh?jeb9q/GRY2(;14;1;1;5
2ea5;4;0;0;1
0YD0Uo6h9U;10;1;0;3
glFCwet44g;10;1;0;3
4d99;4;0;0;1
qDm+!JL3diDN?wb5hJ;18;1;1;5
NDTdXKMDHJu;11;1;0;3
55k7;4;0;0;1
"}`""^b+qADvKJ";12;1;1;5
uI<{Kg^&&'ZHvz;14;1;1;5
